subject,regression_coef,value
19,X2o,0.0952915528603863
19,X3o,0.019958459199638554
19,X1mo,-0.008043506878832651
19,X2mo,-0.002450277253569751
19,X3mo,0.01934319570730231
20,X1o,0.568237163537307
20,X2o,0.12127643168712299
20,X3o,0.09320703427522756
20,X1mo,0.10876229725338946
20,X2mo,0.04607221883205095
20,X3mo,0.017129939456082745
21,X1o,0.24176715240785102
21,X2o,0.0821525194838548
21,X3o,0.041125632496449405
21,X1mo,0.0396812480691163
21,X2mo,0.0778679100955588
21,X3mo,0.0732605039663124
22,X1o,1.12956441416156
22,X2o,0.14358981761055944
22,X3o,0.05752834714673715
22,X1mo,0.1089233165154805
22,X2mo,0.0371182525313204
22,X3mo,-0.051569135331091254
23,X1o,0.294775751237972
23,X2o,0.12386394536038636
23,X3o,0.14899246515842252
23,X1mo,0.047891464589027447
23,X2mo,0.0013721574298459008
23,X3mo,-0.03352746455568064
24,X1o,0.294757297444669
24,X2o,0.11645424604113275
24,X3o,0.1682296672483165
24,X1mo,0.0452748688945152
24,X2mo,0.00850525609689712
24,X3mo,-7.520291584756002e-4
25,X1o,0.1670766645273015
25,X2o,0.044001537544329124
25,X3o,0.0343027532381552
25,X1mo,0.012908596287715325
25,X2mo,-0.014175172557257799
25,X3mo,0.012776935810763215
26,X1o,0.14365438244894602
26,X2o,0.1381567590612225
26,X3o,0.1700921176668015
26,X1mo,0.048892351864131794
26,X2mo,0.05208754782414425
26,X3mo,0.0016437468488558248
27,X1o,0.0112115387695573
27,X2o,-0.0749261592546281
27,X3o,0.0520528720487354
27,X1mo,0.024311556625756
27,X2mo,-0.00515836999799916
27,X3mo,-0.00581259841516812
28,X1o,0.8062461930555664
28,X2o,0.18872721296759026
28,X3o,0.1594608992437155
28,X1mo,0.02194732547868565
28,X2mo,0.0601782886635783
28,X3mo,-0.01720548267125015
29,X1o,0.4810202530092365
29,X2o,0.1667291427098325
29,X3o,0.1725983540970005
29,X1mo,0.101593951686623
29,X2mo,0.0962576124606489
29,X3mo,0.0739577695279108
30,X1o,0.3090136135642645
30,X2o,0.08745285395058669
30,X3o,0.0882106220757346
30,X1mo,0.03439114973300145
30,X2mo,0.0439376408893955
30,X3mo,-0.01058017990637856
31,X1o,0.08697334439419875
31,X2o,0.008513504393544338
31,X3o,0.054722500235961494
31,X1mo,0.019448810440091516
31,X2mo,0.0173863238185078
31,X3mo,-1.8223137136433006e-4
32,X1o,0.5536630990603435
32,X2o,0.020882116732100053
32,X3o,0.06516109746838868
32,X1mo,0.09338691772047975
32,X2mo,0.09946208976352641
32,X3mo,-0.03982727549234575
33,X1o,-0.021995428633828897
33,X2o,-0.03697553629574431
33,X3o,-0.07839757595255437
